file_name,label,record_count,percentage
02-14-2018.csv,FTP-BruteForce,193360,18.440264168037576
02-14-2018.csv,SSH-Bruteforce,187589,17.889898195169636
02-14-2018.csv,Benign,667626,63.66983763679279
02-15-2018.csv,Benign,996077,94.99339579906064
02-15-2018.csv,DoS attacks-GoldenEye,41508,3.9585151276732713
02-15-2018.csv,DoS attacks-Slowloris,10990,1.0480890732660992
02-16-2018.csv,DoS attacks-Hulk,461912,44.0514030946761
02-16-2018.csv,Benign,446772,42.60753880266076
02-16-2018.csv,DoS attacks-SlowHTTPTest,139890,13.340962735140549
02-16-2018.csv,Label,1,9.536752259018191e-05
02-20-2018.csv,DDoS attacks-LOIC-HTTP,576191,7.24882711088589
02-20-2018.csv,Benign,7372557,92.7511728891141
02-21-2018.csv,DDOS attack-HOIC,686012,65.42326490713587
02-21-2018.csv,Benign,360833,34.41174927878311
02-21-2018.csv,DDOS attack-LOIC-UDP,1730,0.1649858140810147
02-22-2018.csv,Benign,1048213,99.96547695682236
02-22-2018.csv,Brute Force -Web,249,0.0237465131249552
02-22-2018.csv,Brute Force -XSS,79,0.0075340342846243
02-22-2018.csv,SQL Injection,34,0.0032424957680661
02-23-2018.csv,Benign,1048009,99.94602198221396
02-23-2018.csv,Brute Force -Web,362,0.0345230431776458
02-23-2018.csv,Brute Force -XSS,151,0.0144004959111174
02-23-2018.csv,SQL Injection,53,0.0050544786972796
02-28-2018.csv,Benign,544200,88.76144993345338
02-28-2018.csv,Infilteration,68871,11.233167619196744
02-28-2018.csv,Label,33,0.0053824473498786
03-01-2018.csv,Benign,238037,71.88735371838429
03-01-2018.csv,Infilteration,93063,28.10509626274066
03-01-2018.csv,Label,25,0.0075500188750471
03-02-2018.csv,Bot,286191,27.293326657606755
03-02-2018.csv,Benign,762384,72.70667334239324
