Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
1.0,-0.5025341053482975,-0.0023959497775296,-0.0436819074197878,0.0519091241396634,-0.0182391547698954,0.3940224480089526,0.5925853439354138,0.5895859628490722,-0.1750507428612105,-0.2160757592025611,0.1361592391283725,-0.1757051979690509,-0.2513716190690248,0.2333196623135178,0.173786126164687,-0.4662680280292967,-0.4969207403335757,-0.4769776787818224,-0.0117411196101286,-0.4974581890582613,-0.5002833877436599,-0.495798162088805,-0.4710160760135556,-0.0102855868706041,-0.3081213687598619,-0.3059547032272581,-0.3147955578464044,-0.3143172736968256,-0.1487267654305464,-0.2717375071301303,,,,-0.0303915024720891,-0.0185368505190502,0.1791198472279125,-0.0825082962107495,0.5959840921055901,0.151492466241588,0.5654252974046217,-0.2153809223284951,-0.1195799039768044,,-0.038305278237751,-0.2717375071301303,,-0.6976087169552418,-0.5248150819757457,-0.341738363242226,,-0.2995699641736729,0.5241044810461107,0.5895859628490722,-0.1757051979690509,,,,,,,-0.0023959497775296,0.0519091241396634,-0.0436819074197878,-0.0182391547698954,-0.4671592451603341,-0.2197795612149606,0.063182114983967,-0.1168204762254452,-0.1266263116552397,-0.1489340302846047,-0.1649074953142068,-0.0766092243591878,-0.4606250260208572,-0.3509257093322627,-0.4849069493014746,-0.4149178737151355
-0.5025341053482975,1.0,0.0100543032086456,0.0680673629583336,-0.0232859319706221,0.023700368319878,-0.0848553597387841,-0.2950450084745811,-0.2867293006062402,0.2003706391496656,0.2703385543018601,-0.0787874994086443,0.1695863390459736,0.2651101040786799,-0.1298705741986349,-0.1660134664937261,0.6575272549218584,0.7626886833424806,0.8582238731632286,0.0198721633929506,0.9988705498589048,0.7448177238238148,0.7974767670417626,0.8580072391175532,0.020303313936409,0.7816188862137943,0.5557448604121416,0.6232929445453065,0.7003541187005707,0.0010700832161534,0.0052543341128643,,,,0.0153913978521919,0.0082452411307203,-0.1649278951260492,-0.0243266671878328,-0.2949668177422733,0.0701414639467779,-0.262982094532793,0.2277486642743205,0.0993111761375803,,-0.0111082761784995,0.0052543341128643,,0.6121614192762774,-0.0798442286009587,-0.0984411220733844,,-0.0843171289949152,-0.2525969245976553,-0.2867293006062402,0.1695863390459736,,,,,,,0.0100543032086456,-0.0232859319706221,0.0680673629583336,0.023700368319878,0.2768886478295829,-0.0110289575237823,0.0159744691559389,0.054960136171528,0.2038421216049423,0.3124418865052596,0.3117751208461104,0.0865006678899745,0.8281809431666105,0.5475193765686477,0.8591885767652542,0.7625162041908319
-0.0023959497775296,0.0100543032086456,1.0,0.1733612049441239,0.0764362841221498,0.1677303257807895,0.0214016181481439,-0.0024928746782096,0.0016183701063363,0.01268509234513,0.0209962247321723,-0.0106162703672384,0.0232508205544358,0.0174905405319478,-0.0112604400894294,-0.0132654682745423,-0.0075250358280443,-0.0046431575260868,0.0051282100990532,-0.0007299788926049,0.0101100257529774,-0.0062501989688276,-0.0030087046228485,0.0052657211136819,-0.0006823464439214,0.0141698006696092,8.395669422892365e-05,0.0025284657394803,0.0100955765046084,-0.0064579621515863,-0.0050203131436874,,,,-0.0073637745248483,-0.0006305163747713,-0.013148946661691,-0.0024407836915314,-0.002421509111067,0.0267560800581449,0.0068473288273755,0.0226074955040754,0.0197878947386818,,-0.0010720448087155,-0.0050203131436874,,-0.0013405058261611,-0.0127566155906261,-0.0104914437864088,,-0.0118550443414647,-0.0021498619380925,0.0016183701063363,0.0232508205544358,,,,,,,1.0,0.0764362841221498,0.1733612049441239,0.1677303257807895,0.0016442629226067,-0.0040407646934436,0.1993549093618596,0.0037931043838974,0.0066060497365371,0.0080815663058725,0.0090318937323228,0.0036502973557326,0.0071447735979291,-0.000858575525302,0.006166246609589,0.0079214175496152
-0.0436819074197878,0.0680673629583336,0.1733612049441239,1.0,0.0454310037108859,0.9873351704406308,0.0434851039799132,-0.0300336827137481,-0.0232277590108261,0.0622140569701397,0.174473874884254,-0.0012216437249364,0.1776045566624973,0.1281703932983459,-0.0120087776125551,-0.0152453445728259,0.0002491544632249,0.0167212118007527,0.0634386256944409,-0.0007690959994491,0.0674427606952323,0.0073347974976912,0.0238838134879091,0.0629941946957047,-0.0007317660169164,0.0890611691494779,0.0184885214981913,0.0310374038083728,0.0720341011643251,0.0005292592470137,0.0040047580831042,,,,0.0014047806902755,-0.005384764783156,-0.0152673954819958,-0.0002023397795969,-0.0301128849790815,0.1427996685799319,0.016855202726277,0.1523756593795442,0.1520250149429101,,-0.0006271849692643,0.0040047580831042,,0.0520605391918706,7.676129770904609e-05,-0.0030887720784524,,0.0324732418941841,0.0047085297126674,-0.0232277590108261,0.1776045566624973,,,,,,,0.1733612049441239,0.0454310037108859,1.0,0.9873351704406308,0.0579820722622336,0.007756487344511,0.8008382390028439,0.0054345407596236,0.0461895124714217,0.0459526782237533,0.055113120683771,0.0306592230209085,0.0659170886391356,0.017066558247263,0.0619914578418477,0.0675804067980511
0.0519091241396634,-0.0232859319706221,0.0764362841221498,0.0454310037108859,1.0,0.006792878067852,0.2783092187379142,0.0311202274264269,0.0664651190601276,0.0908348966754294,0.0020451902945668,-0.0269438150420281,-0.0061626552860674,0.0013338014774169,-0.0127907951305004,-0.0194968581178597,-0.0365156555209136,-0.0352781690817,-0.0256856238410237,-0.0016627228378583,-0.0230074394696008,-0.0370065330580759,-0.0335269812081793,-0.0253318075125762,-0.0015588692813397,-0.0056674448995611,-0.0186656598951502,-0.0167880568643355,-0.011300236239012,-0.0184042809279188,-0.0162694820062011,,,,-0.0224805129277243,0.001907338129318,-0.0191978881042112,-0.0057186152646223,0.031233263668984,0.1856134819988514,0.0604873668723212,0.0549243160129078,0.0762328363301767,,-0.0026933096645365,-0.0162694820062011,,-0.0394214855785535,-0.0242180461645682,-0.0240064257469921,,-0.0376221637452469,0.031963887830432,0.0664651190601276,-0.0061626552860674,,,,,,,0.0764362841221498,1.0,0.0454310037108859,0.006792878067852,-0.02299372153289,-0.0038612193859698,0.4043473830974091,0.0048247156527251,-0.0016606905370083,-0.0015786896778872,-0.0013005173200523,-0.0016269132116353,-0.0210204230350942,-0.0211866248655929,-0.0233305757045108,-0.0177170122820375
-0.0182391547698954,0.023700368319878,0.1677303257807895,0.9873351704406308,0.006792878067852,1.0,0.0186647607677223,-0.0113745853680428,-0.0100886096425773,0.0193126679094633,0.1847730604130924,-0.0026010455292147,0.1610467113823526,0.1111383964881348,-0.0044386020148316,-0.0057161263650595,-0.0045542257645937,0.0004515662795469,0.0261033460551027,-0.0002941359510829,0.0234486444562578,-0.003535961091242,0.0029959308116565,0.0259715759372535,-0.0002793203746114,0.0306058123760621,-0.0006336315016094,0.0041168534675179,0.0263795921652175,-0.001462598930159,-0.0006172137257115,,,,0.0005659245097416,-9.965370961102016e-05,-0.0057103867290929,-0.0003096234763627,-0.0113760168197342,0.1529817293594148,0.0318556447234774,0.1326485982723461,0.2154643927813725,,-0.0003726352768223,-0.0006172137257115,,0.0248348246842787,-0.0036456522943809,-0.0029350774889956,,0.0209948024403956,0.0193078677480425,-0.0100886096425773,0.1610467113823526,,,,,,,0.1677303257807895,0.006792878067852,0.9873351704406308,1.0,0.038418930847189,0.0002928241039941,0.7715853453290963,0.0021764596552744,0.0225003602308743,0.0166521554081895,0.023697924672116,0.018065105953637,0.0256401844696037,0.0005622462466453,0.0225845067459575,0.027787105229403
0.3940224480089526,-0.0848553597387841,0.0214016181481439,0.0434851039799132,0.2783092187379142,0.0186647607677223,1.0,0.7614405486240601,0.8423089447104875,0.4613576425553488,0.208318578074582,-0.20805197317465,0.1258246844195605,0.2341464149773634,0.5391548452414212,0.3358449843361041,-0.2608352589860792,-0.2166155370927971,-0.1035483090864374,-0.0092580478622829,-0.0836763760948526,-0.2582291915931793,-0.1925317243061285,-0.1021268761653343,-0.0082590538776336,0.0918476729522875,-0.1254348406813352,-0.0832063408176443,0.0025027164931387,-0.1495427809725714,-0.0958386910136217,,,,-0.0154125253253564,0.0196004172852601,0.3397075197229917,-0.0518944045183149,0.7579424854675805,0.7360494966782756,0.8444452553459266,0.3142887551949723,0.1699270800273916,,-0.0243720525476913,-0.0958386910136217,,-0.2297847431000048,-0.2639530675257143,-0.213075342193073,,-0.2853627120755573,0.8231289024743753,0.8423089447104875,0.1258246844195605,,,,,,,0.0214016181481439,0.2783092187379142,0.0434851039799132,0.0186647607677223,-0.0720169028683991,-0.0574866023910894,0.1197413615735782,-0.0876739889051125,0.0065136653103909,-0.0040780055882443,0.0027346709316436,0.0072555711020988,-0.0808113178899923,-0.1698547783525047,-0.1101787021221834,-0.0468040373167793
0.5925853439354138,-0.2950450084745811,-0.0024928746782096,-0.0300336827137481,0.0311202274264269,-0.0113745853680428,0.7614405486240601,1.0,0.9801736613867096,-0.1545541157267489,-0.1527992603393816,-0.2072122307845059,-0.1828238690573534,-0.1543684083707839,0.6825019409610446,0.4541924292545786,-0.2688656242738566,-0.2886217819557142,-0.2827261479878863,-0.0068998233757123,-0.2917795223719276,-0.2925871558087746,-0.2898079173504242,-0.2787215182442811,-0.006013072542631,-0.190056423360964,-0.1878168326809681,-0.1936187798294614,-0.1941156406750437,-0.1583016893061976,-0.1574249355251167,,,,-0.0212543542753484,0.0183603500145077,0.458170791335455,-0.0493999607351681,0.9965458047752732,0.4353767494326838,0.9570024112176868,-0.176829451424544,-0.0695338063793302,,-0.0231848463279484,-0.1574249355251167,,-0.4236574896799222,-0.3145732269228057,-0.2024249336442792,,-0.3405943195546642,0.9675189573105633,0.9801736613867096,-0.1828238690573534,,,,,,,-0.0024928746782096,0.0311202274264269,-0.0300336827137481,-0.0113745853680428,-0.2828818001819158,-0.1302741881426154,0.0183057056616589,-0.1235364641615886,-0.0822376470371412,-0.0908776553889638,-0.102677210237838,-0.051933823552496,-0.2787925405039501,-0.2108544819284493,-0.2931185756761016,-0.2516594926628671
0.5895859628490722,-0.2867293006062402,0.0016183701063363,-0.0232277590108261,0.0664651190601276,-0.0100886096425773,0.8423089447104875,0.9801736613867096,1.0,0.007122327024083,-0.0986020354722116,-0.2186420373472538,-0.1394128603783458,-0.0921811149732837,0.6711790438401571,0.4398558457115196,-0.291963851320548,-0.3020204592504569,-0.2779944809131408,-0.0082974608088129,-0.2837212430967761,-0.3125233831953993,-0.2988864575081559,-0.2743573163907798,-0.0072947927753908,-0.1614364523642505,-0.1915107762735426,-0.1899327112703361,-0.1782815226637416,-0.1673472085373249,-0.1401328627606788,,,,-0.0223309880283286,0.0200251564641653,0.4440579480240673,-0.0536700888308265,0.9763857557701696,0.5094602646552255,0.9766129540407468,-0.0692568801513816,-0.0222684261866075,,-0.0251935763895285,-0.1401328627606788,,-0.4181099302189489,-0.3152098419360659,-0.2198931770401628,,-0.3566745468970052,0.9754290756214136,1.0,-0.1394128603783458,,,,,,,0.0016183701063362,0.0664651190601276,-0.0232277590108261,-0.0100886096425773,-0.2592316519326866,-0.1215856737190693,0.039385961003437,-0.1187445521641194,-0.0707147464084495,-0.0809787326331124,-0.0888555995673464,-0.0437023010540007,-0.2690067293470723,-0.2207727401305872,-0.2868794407932136,-0.2386554243704016
-0.1750507428612105,0.2003706391496656,0.01268509234513,0.0622140569701397,0.0908348966754294,0.0193126679094633,0.4613576425553488,-0.1545541157267489,0.007122327024083,1.0,0.4851659594166175,-0.0395335097424608,0.4044843428917196,0.5416092789391574,-0.0756311687399649,-0.081600103520974,-0.0655366690274639,0.0181666420862202,0.1569563085008235,-0.0058463293999789,0.1975752520874059,-0.0336212467565373,0.0524159315652676,0.1534001242557237,-0.0053034459206298,0.3265944995784886,0.0403801352181589,0.1019519454532887,0.205079757970317,-0.0233229153497776,0.1108377823659188,,,,0.0063230381561019,0.0069121993651894,-0.0807656413348751,-0.0169782358459762,-0.155702657898151,0.4986089746809036,0.0307680466282297,0.7352949882822465,0.3392343556359111,,-0.008009097514873,0.1108377823659188,,0.1865433936735873,0.0319250207856412,-0.0698483590026967,,-0.0116955514398676,-0.0130941742315383,0.007122327024083,0.4044843428917196,,,,,,,0.01268509234513,0.0908348966754294,0.0622140569701397,0.0193126679094633,0.2680789315028403,0.0968881725049101,0.0488819722762103,0.0282747437012229,0.103631170968499,0.095552189906088,0.1244317245629685,0.0723682090064244,0.1851599155577677,-0.0051963651474457,0.1608562038889963,0.201871753919134
